ID;MODEL;CONFIG.;NR.ROWS;NR.FANS;HE;GAMMA;ED_MODEL;ED_TYPE;FUNCTIONALITY;CONTROL;FAN_TYPE;FAN_MODEL;ADIABATIC;FLOW_RATE_DRAIN;QA_FR_REF;DP_FR_REF;QA_FIL_REF;DP_FIL_REF;QA_EXCH_REF;DP_EXCH_REF;KV_FRAME;KV_FILT;KV_EXCH;Q_MAN;DP_MAN;KV_MAN;QW_MIN;QW_MAX;DH_SENSORS;LENGTH;WIDTH;HEIGHT;DRY WEIGHT D|A;DRY WEIGHT S|H;OPER WEIGHT D|A;OPER WEIGHT S|H;DISTANCE_LONG;DISTANCE_SHORT;NOMINAL SPRAY ADIAB;NOMINAL SPRAY BOOSTER;AUTOFLOW;MIN DESIGN TEMPERATURE;MAX DESIGN TEMPERATURE;DESIGN PRESSURE C|S;TEST PRESSURE C|S;DESIGN PRESSURE D;TEST PRESSURE D;INTERNAL VOLUME PER UNIT;MANIFOLD SIZE;SPRAY SYS. NOZZLE;SPRAY SYS. PIPING;ADIABATIC SYS. FRAME;ADIABATIC SYS. COOLING PADS;SYSTEM - STRUCTURE;SYSTEM - LADDER & WALKWAY;UNIT FRAME MATERIAL;UNIT FRAME COATINGS;SYSTEM LADDER;SYSTEM HANDRAILS
187;3DK101DS_EZ_Serial;series;1;10;2DBWCID11H;3DK;3DK101;DS;A|H;Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;42;21.357;9.08823;20;50;-0.35;12.46;1.127;3.9;0;0;0;0;0.6;1.5;22.5;46;;;;;;;;350;;;;;;;;;;;
188;3DK101P_EC_NoSerial;parallel;1;10;2DBWD01104H;3DK;3DK101;P;D|A;No Serial;EC;EBM_A3G800-AY21-71;3DK;;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;57;5.539;24.2192;50;180;1.4866;12.525;1.127;2.9;0;0;0;0;0.6;1.5;22.5;;;;;;;;;350;;;;;;;;;;;
189;3DK101P_EC_Serial;parallel;1;10;2DBWD01104H;3DK;3DK101;P;D|A|H;Serial;EC;EBM_A3G800-AY27-01;3DK;;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;57;5.539;24.2192;50;180;1.4866;12.525;1.127;2.9;0;0;0;0;0.6;1.5;22.5;46;;;;;;;;350;;;;;;;;;;;
190;3DK101P_EZ_NoSerial;parallel;1;10;2DBWD01104H;3DK;3DK101;P;A;No Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;57;5.539;24.2192;50;180;1.4866;12.525;1.127;2.9;0;0;0;0;0.6;1.5;22.5;;;;;;;;;350;;;;;;;;;;;
191;3DK101P_EZ_Serial;parallel;1;10;2DBWD01104H;3DK;3DK101;P;D|A|H;Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;57;5.539;24.2192;50;180;1.4866;12.525;1.127;2.9;0;0;0;0;0.6;1.5;22.5;46;;;;;;;;350;;;;;;;;;;;
192;3DK101S_EC_NoSerial;series;1;10;2DBWD01104H;3DK;3DK101;S;A;No Serial;EC;EBM_A3G800-AY21-71;3DK;;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;28.5;5.539;12.1096;20;50;1.4866;12.224;1.127;2.9;0;0;0;0;0.6;1.5;22.5;;;;;;;;;350;;;;;;;;;;;
193;3DK101S_EC_Serial;series;1;10;2DBWD01104H;3DK;3DK101;S;D|A|H;Serial;EC;EBM_A3G800-AY27-01;3DK;;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;28.5;5.539;12.1096;20;50;1.4866;12.224;1.127;2.9;0;0;0;0;0.6;1.5;22.5;46;;;;;;;;350;;;;;;;;;;;
194;3DK101S_EZ_NoSerial;series;1;10;2DBWD01104H;3DK;3DK101;S;A;No Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;28.5;5.539;12.1096;20;50;1.4866;12.224;1.127;2.9;0;0;0;0;0.6;1.5;22.5;;;;;;;;;350;;;;;;;;;;;
195;3DK101S_EZ_Serial;series;1;10;2DBWD01104H;3DK;3DK101;S;D|A|H;Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;28.5;5.539;12.1096;20;50;1.4866;12.224;1.127;2.9;0;0;0;0;0.6;1.5;22.5;46;;;;;;;;350;;;;;;;;;;;
196;3DK102D_EC_NoSerial;parallel;2;20;2DBWCID11H;3DK;3DK102;D;A;No Serial;EC;EBM_A3G800-AY21-71;3DK;168;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;168;12.03;48.4369;100;360;1.9178;12.46;2.235;3.4;0;0;0;0;0.6;1.5;45;;;;;;;;;700;;;;;;;;;;;
197;3DK102D_EC_Serial;parallel;2;20;2DBWCID11H;3DK;3DK102;D;A|H;Serial;EC;EBM_A3G800-AY27-01;3DK;168;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;168;12.03;48.4369;100;360;1.9178;12.46;2.235;3.4;0;0;0;0;0.6;1.5;45;92;;;;;;;;700;;;;;;;;;;;
198;3DK102D_EZ_NoSerial;parallel;2;20;2DBWCID11H;3DK;3DK102;D;A;No Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;168;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;168;12.03;48.4369;100;360;1.9178;12.46;2.235;3.4;0;0;0;0;0.6;1.5;45;;;;;;;;;700;;;;;;;;;;;
199;3DK102D_EZ_Serial;parallel;2;20;2DBWCID11H;3DK;3DK102;D;A|H;Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;168;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;168;12.03;48.4369;100;360;1.9178;12.46;2.235;3.4;0;0;0;0;0.6;1.5;45;92;;;;;;;;700;;;;;;;;;;;
200;3DK102DP_EC_NoSerial;parallel;2;20;2DBWCID11H;3DK;3DK102;DP;A;No Serial;EC;EBM_A3G800-AY21-71;3DK;;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;168;12.03;48.4369;100;360;1.9178;12.46;2.235;3.6;0;0;0;0;0.6;1.5;45;;;;;;;;;700;;;;;;;;;;;
201;3DK102DP_EC_Serial;parallel;2;20;2DBWCID11H;3DK;3DK102;DP;A|H;Serial;EC;EBM_A3G800-AY27-01;3DK;;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;168;12.03;48.4369;100;360;1.9178;12.46;2.235;3.6;0;0;0;0;0.6;1.5;45;92;;;;;;;;700;;;;;;;;;;;
202;3DK102DP_EZ_NoSerial;parallel;2;20;2DBWCID11H;3DK;3DK102;DP;A;No Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;168;12.03;48.4369;100;360;1.9178;12.46;2.235;3.6;0;0;0;0;0.6;1.5;45;;;;;;;;;700;;;;;;;;;;;
203;3DK102DP_EZ_Serial;parallel;2;20;2DBWCID11H;3DK;3DK102;DP;A|H;Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;168;12.03;48.4369;100;360;1.9178;12.46;2.235;3.6;0;0;0;0;0.6;1.5;45;92;;;;;;;;700;;;;;;;;;;;
204;3DK102DS_EC_NoSerial;series;2;20;2DBWCID11H;3DK;3DK102;DS;A;No Serial;EC;EBM_A3G800-AY21-71;3DK;;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;84;21.357;18.1765;40;100;-0.35;12.46;2.235;3.9;0;0;0;0;0.6;1.5;45;;;;;;;;;700;;;;;;;;;;;
205;3DK102DS_EC_Serial;series;2;20;2DBWCID11H;3DK;3DK102;DS;A|H;Serial;EC;EBM_A3G800-AY27-01;3DK;;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;84;21.357;18.1765;40;100;-0.35;12.46;2.235;3.9;0;0;0;0;0.6;1.5;45;92;;;;;;;;700;;;;;;;;;;;
206;3DK102DS_EZ_NoSerial;series;2;20;2DBWCID11H;3DK;3DK102;DS;A;No Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;84;21.357;18.1765;40;100;-0.35;12.46;2.235;3.9;0;0;0;0;0.6;1.5;45;;;;;;;;;700;;;;;;;;;;;
207;3DK102DS_EZ_Serial;series;2;20;2DBWCID11H;3DK;3DK102;DS;A|H;Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;84;21.357;18.1765;40;100;-0.35;12.46;2.235;3.9;0;0;0;0;0.6;1.5;45;92;;;;;;;;700;;;;;;;;;;;
208;3DK102P_EC_NoSerial;parallel;2;20;2DBWD01104H;3DK;3DK102;P;D|A;No Serial;EC;EBM_A3G800-AY21-71;3DK;;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;114;5.539;48.4383;100;360;1.4866;12.525;2.235;2.9;0;0;0;0;0.6;1.5;45;;;;;;;;;700;;;;;;;;;;;
209;3DK102P_EC_Serial;parallel;2;20;2DBWD01104H;3DK;3DK102;P;D|A|H;Serial;EC;EBM_A3G800-AY27-01;3DK;;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;114;5.539;48.4383;100;360;1.4866;12.525;2.235;2.9;0;0;0;0;0.6;1.5;45;92;;;;;;;;700;;;;;;;;;;;
210;3DK102P_EZ_NoSerial;parallel;2;20;2DBWD01104H;3DK;3DK102;P;A;No Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;114;5.539;48.4383;100;360;1.4866;12.525;2.235;2.9;0;0;0;0;0.6;1.5;45;;;;;;;;;700;;;;;;;;;;;
211;3DK102P_EZ_Serial;parallel;2;20;2DBWD01104H;3DK;3DK102;P;D|A|H;Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;114;5.539;48.4383;100;360;1.4866;12.525;2.235;2.9;0;0;0;0;0.6;1.5;45;92;;;;;;;;700;;;;;;;;;;;
212;3DK102S_EC_NoSerial;series;2;20;2DBWD01104H;3DK;3DK102;S;A;No Serial;EC;EBM_A3G800-AY21-71;3DK;;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;57;5.539;24.2192;40;100;1.4866;12.224;2.235;2.9;0;0;0;0;0.6;1.5;45;;;;;;;;;700;;;;;;;;;;;
213;3DK102S_EC_Serial;series;2;20;2DBWD01104H;3DK;3DK102;S;D|A|H;Serial;EC;EBM_A3G800-AY27-01;3DK;;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;57;5.539;24.2192;40;100;1.4866;12.224;2.235;2.9;0;0;0;0;0.6;1.5;45;92;;;;;;;;700;;;;;;;;;;;
214;3DK102S_EZ_NoSerial;series;2;20;2DBWD01104H;3DK;3DK102;S;A;No Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;57;5.539;24.2192;40;100;1.4866;12.224;2.235;2.9;0;0;0;0;0.6;1.5;45;;;;;;;;;700;;;;;;;;;;;
215;3DK102S_EZ_Serial;series;2;20;2DBWD01104H;3DK;3DK102;S;D|A|H;Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;57;5.539;24.2192;40;100;1.4866;12.224;2.235;2.9;0;0;0;0;0.6;1.5;45;92;;;;;;;;700;;;;;;;;;;;
216;LDK-YX-3E31;parallel;1;3;P40AC-3R-56T-5550A-2,3PA-168C;LDK;LDK-YX-3E31;C|D;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;167.8;74995;13.5924;;;74995;67.962;;;9097.02;;;;59.709;505.804;;6.02;2.21;2.9;2310;2510;2790;3000;0.99;1.5;22.5;;;-40;90;16;24;1.5;2.2;482;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
217;LDK-YX-3E32;parallel;1;3;P40AC-3R-56T-5550A-2,3PA-084C;LDK;LDK-YX-3E32;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;13.5964;;;74995;67.982;;;9095.68;;;;29.8545;369.357;;6.02;2.21;2.9;2310;2510;2790;3000;0.99;1.5;22.5;;;-40;90;16;24;1.5;2.2;482;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
218;LDK-YX-3E33;parallel;1;3;P40AC-3R-56T-5550A-2,3PA-056C;LDK;LDK-YX-3E33;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;13.6012;;;74995;68.006;;;9094.08;;;;19.903;190.58;;6.02;2.21;2.9;2310;2510;2790;3000;0.99;1.5;22.5;;;-40;90;16;24;1.5;2.2;482;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
219;LDK-YX-3E34;parallel;1;3;P40AC-3R-56T-5550A-2,3PA-042C;LDK;LDK-YX-3E34;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;13.606;;;74995;68.03;;;9092.47;;;;14.9272;144.457;;6.02;2.21;2.9;2310;2510;2790;3000;0.99;1.5;22.5;;;-40;90;16;24;1.5;2.2;482;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
220;LDK-YX-3E36;parallel;1;3;P40AC-3R-56T-5550A-2,3PA-028C;LDK;LDK-YX-3E36;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;13.606;;;74995;68.03;;;9092.47;;;;9.9515;78.0859;;6.02;2.21;2.9;2310;2510;2790;3000;0.99;1.5;22.5;;;-40;90;16;24;1.5;2.2;482;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
221;LDK-YX-3E41;parallel;1;3;P40AC-4R-56T-5550A-2,3PA-224C;LDK;LDK-YX-3E41;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;17.6396;;;74995;88.198;;;7985.52;;;;79.612;529.781;;6.02;2.21;2.9;2570;2770;3180;3390;0.99;1.5;22.5;;;-40;90;16;24;1.5;2.2;614;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
222;LDK-YX-3E42;parallel;1;3;P40AC-4R-56T-5550A-2,3PA-112C;LDK;LDK-YX-3E42;C|S;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;17.6464;;;74995;88.232;;;7983.98;;;;39.806;441.36;;6.02;2.21;2.9;2570;2770;3180;3390;0.99;1.5;22.5;;;-40;90;16;24;1.5;2.2;614;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
223;LDK-YX-3E43;parallel;1;3;P40AC-4R-56T-5550A-2,3PA-075C;LDK;LDK-YX-3E43;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;17.656;;;74995;88.28;;;7981.81;;;;26.6558;248.319;;6.02;2.21;2.9;2570;2770;3180;3390;0.99;1.5;22.5;;;-40;90;16;24;1.5;2.2;614;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
224;LDK-YX-3E44;parallel;1;3;P40AC-4R-56T-5550A-2,3PA-056C;LDK;LDK-YX-3E44;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;17.6644;;;74995;88.322;;;7979.91;;;;19.903;192.069;;6.02;2.21;2.9;2570;2770;3180;3390;0.99;1.5;22.5;;;-40;90;16;24;1.5;2.2;614;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
225;LDK-YX-3E46;parallel;1;3;P40AC-4R-56T-5550A-2,3PA-037C;LDK;LDK-YX-3E46;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;17.6644;;;74995;88.322;;;7979.91;;;;13.1502;102.833;;6.02;2.21;2.9;2570;2770;3180;3390;0.99;1.5;22.5;;;-40;90;16;24;1.5;2.2;614;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
226;LDK-YX-3E48;parallel;1;3;P40AC-4R-56T-5550A-2,3PA-028C;LDK;LDK-YX-3E48;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;17.6644;;;74995;88.322;;;7979.91;;;;9.9515;66.3195;;6.02;2.21;2.9;2570;2770;3180;3390;0.99;1.5;22.5;;;-40;90;16;24;1.5;2.2;614;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
227;LDK-YX-3E52;parallel;1;3;P40AC-5R-56T-5550A-2,3PA-140C;LDK;LDK-YX-3E52;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;21.6956;;;74995;108.478;;;7200.48;;;;49.7575;482.844;;6.02;2.21;2.9;2840;3040;3550;3750;0.99;1.5;22.5;;;-40;90;16;24;1.5;2.2;744;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
228;LDK-YX-3E53;parallel;1;3;P40AC-5R-56T-5550A-2,3PA-094C;LDK;LDK-YX-3E53;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;21.7108;;;74995;108.554;;;7197.96;;;;33.4086;303.124;;6.02;2.21;2.9;2840;3040;3550;3750;0.99;1.5;22.5;;;-40;90;16;24;1.5;2.2;744;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
229;LDK-YX-3E54;parallel;1;3;P40AC-5R-56T-5550A-2,3PA-070C;LDK;LDK-YX-3E54;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;21.7232;;;74995;108.616;;;7195.9;;;;24.8787;234.753;;6.02;2.21;2.9;2840;3040;3550;3750;0.99;1.5;22.5;;;-40;90;16;24;1.5;2.2;744;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
230;LDK-YX-3E56;parallel;1;3;P40AC-5R-56T-5550A-2,3PA-046C;LDK;LDK-YX-3E56;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;21.7252;;;74995;108.626;;;7195.57;;;;16.3489;127.483;;6.02;2.21;2.9;2840;3040;3550;3750;0.99;1.5;22.5;;;-40;90;16;24;1.5;2.2;744;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
231;LDK-YX-3E58;parallel;1;3;P40AC-5R-56T-5550A-2,3PA-035C;LDK;LDK-YX-3E58;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;21.7736;;;74995;108.868;;;7187.57;;;;12.4394;82.878;;6.02;2.21;2.9;2840;3040;3550;3750;0.99;1.5;22.5;;;-40;90;16;24;1.5;2.2;744;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
232;LDK-YX-4E31;parallel;1;4;P40AC-3R-56T-7420A-2,3PA-168C;LDK;LDK-YX-4E31;C|D;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;199.4;74995;13.5924;;;74995;67.962;;;9097.02;;;;59.709;476.091;;7.89;2.21;2.9;2970;3210;3580;3830;0.99;1.5;33;;;-40;90;16;24;1.5;2.2;590;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
233;LDK-YX-4E32;parallel;1;4;P40AC-3R-56T-7420A-2,3PA-084C;LDK;LDK-YX-4E32;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;13.5964;;;74995;67.982;;;9095.68;;;;29.8545;329.785;;7.89;2.21;2.9;2970;3210;3580;3830;0.99;1.5;33;;;-40;90;16;24;1.5;2.2;590;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
234;LDK-YX-4E33;parallel;1;4;P40AC-3R-56T-7420A-2,3PA-056C;LDK;LDK-YX-4E33;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;13.6012;;;74995;68.006;;;9094.08;;;;19.903;164.686;;7.89;2.21;2.9;2970;3210;3580;3830;0.99;1.5;33;;;-40;90;16;24;1.5;2.2;614;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
235;LDK-YX-4E34;parallel;1;4;P40AC-3R-56T-7420A-2,3PA-042C;LDK;LDK-YX-4E34;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;13.606;;;74995;68.03;;;9092.47;;;;14.9272;124.716;;7.89;2.21;2.9;2970;3210;3580;3830;0.99;1.5;33;;;-40;90;16;24;1.5;2.2;614;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
236;LDK-YX-4E36;parallel;1;4;P40AC-3R-56T-7420A-2,3PA-028C;LDK;LDK-YX-4E36;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;13.606;;;74995;68.03;;;9092.47;;;;9.9515;66.4966;;7.89;2.21;2.9;2970;3210;3580;3830;0.99;1.5;33;;;-40;90;16;24;1.5;2.2;614;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
237;LDK-YX-4E41;parallel;1;4;P40AC-4R-56T-7420A-2,3PA-224C;LDK;LDK-YX-4E41;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;17.6396;;;74995;88.198;;;7985.52;;;;79.612;508.985;;7.89;2.21;2.9;3320;3560;4410;4360;0.99;1.5;33;;;-40;90;16;24;1.5;2.2;766;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
238;LDK-YX-4E42;parallel;1;4;P40AC-4R-56T-7420A-2,3PA-112C;LDK;LDK-YX-4E42;C|S;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;17.6464;;;74995;88.232;;;7983.98;;;;39.806;400.657;;7.89;2.21;2.9;3320;3560;4410;4360;0.99;1.5;33;;;-40;90;16;24;1.5;2.2;766;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
239;LDK-YX-4E43;parallel;1;4;P40AC-4R-56T-7420A-2,3PA-075C;LDK;LDK-YX-4E43;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;17.656;;;74995;88.28;;;7981.81;;;;26.6558;216.739;;7.89;2.21;2.9;3320;3560;4410;4360;0.99;1.5;33;;;-40;90;16;24;1.5;2.2;790;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
240;LDK-YX-4E44;parallel;1;4;P40AC-4R-56T-7420A-2,3PA-056C;LDK;LDK-YX-4E44;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;17.6644;;;74995;88.322;;;7979.91;;;;19.903;165.323;;7.89;2.21;2.9;3320;3560;4410;4360;0.99;1.5;33;;;-40;90;16;24;1.5;2.2;790;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
241;LDK-YX-4E46;parallel;1;4;P40AC-4R-56T-7420A-2,3PA-037C;LDK;LDK-YX-4E46;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;17.66444;;;74995;88.3222;;;7979.9;;;;13.1502;88.0535;;7.89;2.21;2.9;3320;3560;4410;4360;0.99;1.5;33;;;-40;90;16;24;1.5;2.2;790;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
242;LDK-YX-4E52;parallel;1;4;P40AC-5R-56T-7420A-2,3PA-140C;LDK;LDK-YX-4E52;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;21.6956;;;74995;108.478;;;7200.48;;;;49.7575;447.591;;7.89;2.21;2.9;3760;4000;4730;4970;0.99;1.5;33;;;-40;90;16;24;1.5;2.2;940;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
243;LDK-YX-4E53;parallel;1;4;P40AC-5R-56T-7420A-2,3PA-094C;LDK;LDK-YX-4E53;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;21.7108;;;74995;108.554;;;7197.96;;;;33.4086;264.378;;7.89;2.21;2.9;3760;4000;4730;4970;0.99;1.5;33;;;-40;90;16;24;1.5;2.2;966;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
244;LDK-YX-4E54;parallel;1;4;P40AC-5R-56T-7420A-2,3PA-070C;LDK;LDK-YX-4E54;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;21.7232;;;74995;108.616;;;7195.9;;;;24.8787;205.052;;7.89;2.21;2.9;3760;4000;4730;4970;0.99;1.5;33;;;-40;90;16;24;1.5;2.2;966;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
245;LDK-YX-4E56;parallel;1;4;P40AC-5R-56T-7420A-2,3PA-046C;LDK;LDK-YX-4E56;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;21.7252;;;74995;108.626;;;7195.57;;;;16.3489;109.562;;7.89;2.21;2.9;3760;4000;4730;4970;0.99;1.5;33;;;-40;90;16;24;1.5;2.2;966;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
246;LDK-YX-4E58;parallel;1;4;P40AC-5R-56T-7420A-2,3PA-035C;LDK;LDK-YX-4E58;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;21.7736;;;74995;108.868;;;7187.57;;;;12.4394;71.4058;;7.89;2.21;2.9;3760;4000;4730;4970;0.99;1.5;33;;;-40;90;16;24;1.5;2.2;966;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
247;LDK-YX-5E31;parallel;1;5;P40AC-3R-56T-9290A-2,3PA-168C;LDK;LDK-YX-5E31;C|D;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;224.7;74995;13.5924;;;74995;67.962;;;9097.02;;;;59.709;450.472;;9.76;2.21;2.9;3720;4030;4470;4790;0.99;1.5;46.5;;;-40;90;16;24;1.5;2.2;750;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
248;LDK-YX-5E32;parallel;1;5;P40AC-3R-56T-9290A-2,3PA-084C;LDK;LDK-YX-5E32;C;D|S;Serial;EC;VIP EC 1560-8P;12 x 56T1810GG;;74995;13.5964;;;74995;67.982;;;9095.68;;;;29.8545;299.029;;9.76;2.21;2.9;3720;4030;4470;4790;0.99;1.5;46.5;;;-40;90;16;24;1.5;2.2;750;;Plastic;AISI304;;;HDG Steel;HDG Steel;AISI 304;Natural finish;HDG Steel;AISI 304
