ID;MODEL;COIL TYPE;TUBES;ROWS;CIRCUITS;P.A.;FIN THICK;LENGTH;TUB THICK;FIN MAT;CONN DIA;TYPE;TWIN_DES;TWOUT_DES;TAIN_DES;RH_DES;QA_DES;QW_DES;POW_WATER;POW_MEG_5;POW_MEG_10;POW_MEG_15;POW_MEG_20;POW_MEG_25;POW_MEG_30;POW_MEG_35;POW_MEG_40;POW_MEG_45;POW_MEG_50;POW_MPG_5;POW_MPG_10;POW_MPG_15;POW_MPG_20;POW_MPG_25;POW_MPG_30;POW_MPG_35;POW_MPG_40;POW_MPG_45;POW_MPG_50;UA_WATER;UA_MEG_5;UA_MEG_10;UA_MEG_15;UA_MEG_20;UA_MEG_25;UA_MEG_30;UA_MEG_35;UA_MEG_40;UA_MEG_45;UA_MEG_50;UA_MPG_5;UA_MPG_10;UA_MPG_15;UA_MPG_20;UA_MPG_25;UA_MPG_30;UA_MPG_35;UA_MPG_40;UA_MPG_45;UA_MPG_50;QW_DP_DES;DP_DES;KV_W;QW_MIN;QW_MAX;SURFACE;COMM_FACTOR;ACCORDING DESIGN CODE;TUBE EXTERNAL DIAMETER OD;TUBE THICKNESS;FINS PITCH;FIN THICKNESS;CONNECTIONS SIDE;CONNECTIONS SIZE;CONNECTIONS TYPE;TUBE & HEADER MATERIAL;FINS MATERIAL;FRAME MATERIAL;COATING MATERIAL
106;P30AC-4R-32T-3340-2PA-128C;2;32;4;128;2;0.11;3340;0.35;1;108;cross-flow both unmixed;40;38.10;30;0.5;27000;25.46929334;55755.5;55318.5;55014.5;54378;53941;53162;52193;50274;45942;38598.5;30951;55128.5;54558.5;53903;53304.5;51737;48203;42455.5;36812.5;34447;34076.5;;;;;;;;;;;;;;;;;;;;;;77;60.14;9.929080078;14.5;121.605899;296.29;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Opposite;1xDN80;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
107;P30AC-3R-32T-3340-2PA-96C;2;32;3;96;2;0.11;3340;0.35;1;108;cross-flow both unmixed;40;38.10;30;0.5;27750;22.51679241;49295.5;49001;48649.5;48098.5;47509.5;46968;46255.5;45381.5;43168;38788.5;32727.5;48773;48184;47604.5;47006;46284;44840;41838;37468;37610.5;32537.5;;;;;;;;;;;;;;;;;;;;;;70;59.93;9.042237319;12;110.7443378;222.21;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Opposite;1xDN80;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
108;P30AC-4R-32T-3340-2PA-64C;2;32;4;64;2;0.11;3340;0.35;1;106;cross-flow both unmixed;40;35.25;30;0.5;27000;8.359652044;45752;45248.5;44678.5;43785.5;42227.5;39197;35017;29554.5;24339;23797.5;23218;45201;44184.5;42275;39615;32281;25422;24709.5;24225;23531.5;23028;;;;;;;;;;;;;;;;;;;;;;36;64.07;4.497541079;9.305960011;55.08340371;296.29;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;1xDN50;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
109;P30AC-4R-32T-3340-2PA-32C;2;32;4;32;2;0.11;3340;0.35;1;106;cross-flow both unmixed;40;35.25;30;0.5;27000;8.982201906;49153;48792;48754;47984.5;47699.5;46968;46626;45752;44802;42892.5;39729;48621;48355;47851.5;47680.5;46759;46255.5;44944.5;42959;42246.5;39482;;;;;;;;;;;;;;;;;;;;;;20;61.09;2.558850618;4.652980006;31.33939171;296.29;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;1xDN50;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
110;P30AC-3R-32T-3340-2PA-16C;2;32;3;16;2;0.11;3340;0.35;1;106;cross-flow both unmixed;40;35.25;30;0.5;27750;8.047301302;44042;43757;43624;43139.5;42664.5;42560;41762;41581.5;40812;40080.5;39729;43804.5;43225;42902;42607.5;42379.5;41847.5;41553;41087.5;40441.5;40175.5;;;;;;;;;;;;;;;;;;;;;;9;66.29;1.105397556;2.326490003;13.3836968;222.21;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;1xDN50;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
111;P30AC-4R-32T-2240-2PA-128C;2;32;4;128;2;0.11;2240;0.35;1;108;cross-flow both unmixed;40;38.10;30;0.5;18000;16.30068129;35682;35321;35017;34228.5;33183.5;30922.5;27388.5;23018.5;19209;18819.5;18287.5;35036;34504;33364;31293;25032.5;19893;19418;18924;18458.5;17945.5;;;;;;;;;;;;;;;;;;;;;;82;59.55;10.62607727;18.61192002;130.1423363;198.71;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Opposite;1xDN80;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
112;P30AC-3R-32T-2240-2PA-96C;2;32;3;96;2;0.11;2240;0.35;1;108;cross-flow both unmixed;40;38.10;30;0.5;18500;14.38786024;31492.5;31188.5;30856;30371.5;29678;28690;26799.5;23607.5;18753;15428;15086;30979.5;30409.5;29972.5;29079.5;25317.5;20539;16093;15779.5;15371;14943.5;;;;;;;;;;;;;;;;;;;;;;78;60.87;9.997535428;13.95894002;122.4443024;149.03;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Opposite;1xDN80;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
113;P30AC-3R-32T-2240-2PA-16C;2;32;3;16;2;0.11;2240;0.35;1;106;cross-flow both unmixed;40;35.25;30;0.5;18500;5.213664348;28538;28414.5;28310;28044;27673.5;27265;27018;26695;26134.5;25460;24624;28253;28110.5;27996.5;27702;27160.5;26866;26429;25897;25564.5;24187;;;;;;;;;;;;;;;;;;;;;;12;77.54;1.362756768;2.326490003;16.69029363;149.03;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;1xDN50;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
114;P30AC-4R-32T-2240-2PA-16C;2;32;4;16;2;0.11;2240;0.35;1;208;cross-flow both unmixed;40;35.25;30;0.5;18000;6.113888815;33459;33364;33088.5;32680;32585;32300;31939;31378.5;31131.5;30504.5;29991.5;33240.5;32908;32737;32547;32100.5;31682.5;31559;31141;30628;30191;;;;;;;;;;;;;;;;;;;;;;9;64.36;1.121849224;2.326490003;13.73979083;198.71;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;1xDN50;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
115;P30AC-4R-32T-1140-2PA-128C;2;32;4;128;2;0.11;1140;0.35;1;108;cross-flow both unmixed;40;39.05;30;0.5;9000;17.141962;18762.5;18639;18458.5;18183;17774.5;17071.5;15808;13946;11238.5;11048.5;10839.5;18496.5;18202;17945.5;17299.5;14934;11808.5;11390.5;11153;10896.5;10649.5;;;;;;;;;;;;;;;;;;;;;;89;60.22;11.46884362;18.61192002;140.464074;101.13;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Opposite;1xDN80;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
116;P30AC-3R-32T-1140-2PA-96C;2;32;3;96;2;0.11;1140;0.35;1;108;cross-flow both unmixed;40;39.05;30;0.5;9250;15.24053488;16682;16520.5;16387.5;16140.5;15893.5;15504;14934;13832;11751.5;9196;9015.5;16444.5;16207;16064.5;15694;14544.5;12578;10393;9291;9082;8854;;;;;;;;;;;;;;;;;;;;;;88;61.06;11.26170825;13.95894002;137.9271942;75.85;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Opposite;1xDN80;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
